Salt,Base,Acid,SSA (m2/g),ID/IG,%N,%O,%S,Current density (A/g),Specific capacitance (F/g)
0,1,0,444.50,0.84,2.39,0.00,0.00,10.00,162.50
0,1,0,444.50,0.84,2.39,0.00,0.00,20.00,152.00
0,1,0,444.50,0.84,2.39,0.00,0.00,30.00,150.00
0,1,0,444.50,0.84,2.51,0.00,0.00,1.00,160.00
0,1,0,444.50,0.84,2.51,0.00,0.00,10.00,137.50
0,1,0,444.50,0.84,2.51,0.00,0.00,20.00,125.00
0,1,0,444.50,0.84,2.51,0.00,0.00,30.00,112.00
0,0,1,1484.00,0.84,5.74,0.00,0.00,0.20,262.50
0,0,1,1484.00,0.84,5.74,0.00,0.00,5.00,250.00
0,0,1,1484.00,0.84,5.74,0.00,0.00,10.00,175.00
0,0,1,1484.00,0.84,5.74,0.00,0.00,15.00,153.00
0,0,1,1484.00,0.84,5.74,0.00,0.00,20.00,137.50
0,0,1,1569.00,0.84,6.25,0.00,0.00,0.20,325.00
0,0,1,1569.00,0.84,6.25,0.00,0.00,5.00,276.00
0,0,1,1569.00,0.84,6.25,0.00,0.00,10.00,270.00
0,0,1,1569.00,0.84,6.25,0.00,0.00,15.00,265.00
0,0,1,1569.00,0.84,6.25,0.00,0.00,20.00,262.00
0,1,0,198.00,0.98,1.30,11.90,0.20,0.50,298.00
0,1,0,198.00,0.98,1.30,11.90,0.20,1.00,239.00
0,1,0,198.00,0.98,1.30,11.90,0.20,2.00,212.00
0,1,0,198.00,0.98,1.30,11.90,0.20,3.00,201.00
0,1,0,198.00,0.98,1.30,11.90,0.20,5.00,194.00
0,1,0,198.00,0.98,1.30,11.90,0.20,10.00,180.00
0,1,0,260.00,0.99,1.50,11.50,0.30,0.50,431.00
0,1,0,260.00,0.99,1.50,11.50,0.30,1.00,309.00
0,1,0,260.00,0.99,1.50,11.50,0.30,2.00,263.00
0,1,0,260.00,0.99,1.50,11.50,0.30,3.00,218.00
0,1,0,260.00,0.99,1.50,11.50,0.30,5.00,206.00
0,1,0,260.00,0.99,1.50,11.50,0.30,10.00,193.00
0,1,0,238.00,0.99,1.60,10.70,0.30,0.50,303.00
0,1,0,238.00,0.99,1.60,10.70,0.30,1.00,211.00
0,1,0,238.00,0.99,1.60,10.70,0.30,2.00,182.00
0,1,0,238.00,0.99,1.60,10.70,0.30,3.00,171.00
0,1,0,238.00,0.99,1.60,10.70,0.30,5.00,164.00
0,1,0,238.00,0.99,1.60,10.70,0.30,10.00,151.00
0,1,0,95.90,1.08,0.92,0.00,0.82,0.50,164.40
0,1,0,95.90,1.08,0.92,0.00,0.82,50.00,100.00
0,1,0,94.80,1.10,0.96,0.00,0.89,0.50,189.40
0,1,0,94.80,1.10,0.96,0.00,0.89,50.00,102.50
0,1,0,80.00,1.13,1.21,0.00,1.70,0.50,212.50
0,1,0,80.00,1.13,1.21,0.00,1.70,50.00,125.63
0,1,0,38.70,1.17,1.23,0.00,2.10,0.50,203.90
0,1,0,38.70,1.17,1.23,0.00,2.10,50.00,124.80
0,1,0,37.90,1.18,1.36,0.00,2.43,0.50,195.50
0,1,0,37.90,1.18,1.36,0.00,2.43,50.00,118.80
0,1,0,726.40,1.69,4.05,0.00,0.00,1.00,178.00
0,1,0,726.40,1.69,4.05,0.00,0.00,5.00,164.00
0,1,0,726.40,1.69,4.05,0.00,0.00,10.00,155.00
0,1,0,726.40,1.69,4.05,0.00,0.00,20.00,147.00
0,1,0,726.40,1.69,4.05,0.00,0.00,50.00,142.00
0,1,0,851.30,1.99,6.46,0.00,0.00,1.00,114.00
0,1,0,851.30,1.99,6.46,0.00,0.00,5.00,102.00
0,1,0,851.30,1.99,6.46,0.00,0.00,10.00,95.00
0,1,0,851.30,1.99,6.46,0.00,0.00,20.00,88.00
0,1,0,851.30,1.99,6.46,0.00,0.00,50.00,78.00
0,1,0,437.90,1.72,5.47,0.00,0.00,1.00,156.00
0,1,0,437.90,1.72,5.47,0.00,0.00,5.00,138.00
0,1,0,437.90,1.72,5.47,0.00,0.00,10.00,126.00
0,1,0,437.90,1.72,5.47,0.00,0.00,20.00,118.00
0,1,0,437.90,1.72,5.47,0.00,0.00,50.00,109.00
0,0,1,173.00,0.92,8.20,20.40,0.00,1.00,120.00
0,0,1,173.00,0.92,8.20,20.40,0.00,2.00,108.00
0,0,1,173.00,0.92,8.20,20.40,0.00,5.00,93.00
0,0,1,238.00,0.96,8.70,11.20,0.00,1.00,113.00
0,0,1,238.00,0.96,8.70,11.20,0.00,2.00,105.00
0,0,1,238.00,0.96,8.70,11.20,0.00,5.00,103.00
0,0,1,283.00,0.97,8.50,10.90,0.00,1.00,168.00
0,0,1,283.00,0.97,8.50,10.90,0.00,2.00,160.00
0,0,1,283.00,0.97,8.50,10.90,0.00,5.00,147.00
0,1,0,308.80,1.01,1.46,11.94,1.14,0.50,378.00
0,1,0,308.80,1.01,1.46,11.94,1.14,1.00,352.00
0,1,0,308.80,1.01,1.46,11.94,1.14,2.00,325.00
0,1,0,308.80,1.01,1.46,11.94,1.14,5.00,308.00
0,1,0,308.80,1.01,1.46,11.94,1.14,10.00,292.00
0,1,0,410.20,1.03,2.19,9.14,3.71,0.50,448.00
0,1,0,410.20,1.03,2.19,9.14,3.71,1.00,399.00
0,1,0,410.20,1.03,2.19,9.14,3.71,2.00,372.00
0,1,0,410.20,1.03,2.19,9.14,3.71,5.00,330.00
0,1,0,410.20,1.03,2.19,9.14,3.71,10.00,300.00
0,1,0,248.80,1.04,2.52,9.36,3.20,0.50,340.00
0,1,0,248.80,1.04,2.52,9.36,3.20,1.00,302.00
0,1,0,248.80,1.04,2.52,9.36,3.20,2.00,298.00
0,1,0,248.80,1.04,2.52,9.36,3.20,5.00,276.00
0,1,0,248.80,1.04,2.52,9.36,3.20,10.00,265.00
0,1,0,162.40,1.87,0.00,15.34,0.00,0.50,40.00
0,1,0,269.40,2.17,0.00,35.15,11.25,0.50,181.50
0,1,0,271.10,2.18,0.00,25.01,7.92,0.50,209.30
0,1,0,274.40,2.19,0.00,15.34,3.83,0.50,237.00
0,1,0,280.00,2.32,0.00,15.07,3.42,0.50,253.20
0,1,0,287.90,2.57,0.00,8.11,1.47,0.50,270.40
0,1,0,649.00,1.02,4.12,8.21,0.00,0.50,199.50
0,1,0,649.00,1.02,4.12,8.21,0.00,1.00,190.00
0,1,0,649.00,1.02,4.12,8.21,0.00,2.00,174.00
0,1,0,649.00,1.02,4.12,8.21,0.00,3.00,170.00
0,1,0,649.00,1.02,4.12,8.21,0.00,4.00,166.00
0,1,0,649.00,1.02,4.12,8.21,0.00,5.00,162.00
0,1,0,649.00,1.02,4.12,8.21,0.00,20.00,151.00
0,1,0,85.00,1.00,3.08,9.26,0.00,0.50,99.00
0,1,0,85.00,1.00,3.08,9.26,0.00,1.00,95.00
0,1,0,85.00,1.00,3.08,9.26,0.00,2.00,89.00
0,1,0,85.00,1.00,3.08,9.26,0.00,3.00,83.00
0,1,0,85.00,1.00,3.08,9.26,0.00,4.00,80.50
0,1,0,85.00,1.00,3.08,9.26,0.00,5.00,79.80
0,1,0,85.00,1.00,3.08,9.26,0.00,20.00,67.00
0,0,1,1478.00,0.84,6.92,7.98,0.42,1.00,270.00
0,0,1,1738.00,0.89,6.35,8.23,0.31,1.00,364.00
0,0,1,2095.00,0.41,5.05,8.94,0.23,1.50,529.00
0,0,1,2095.00,0.41,5.05,8.94,0.23,3.00,424.80
0,0,1,2095.00,0.41,5.05,8.94,0.23,6.00,420.00
0,0,1,2095.00,0.41,5.05,8.94,0.23,8.00,377.60
0,0,1,2095.00,0.41,5.05,8.94,0.23,30.00,347.50
0,1,0,830.00,0.97,8.40,9.20,0.00,0.20,223.00
0,1,0,830.00,0.97,8.40,9.20,0.00,0.50,216.00
0,1,0,830.00,0.97,8.40,9.20,0.00,1.00,209.00
0,1,0,830.00,0.97,8.40,9.20,0.00,3.00,205.00
0,1,0,830.00,0.97,8.40,9.20,0.00,5.00,200.00
0,1,0,830.00,0.97,8.40,9.20,0.00,10.00,176.00
0,1,0,710.00,0.98,0.00,15.10,0.00,0.20,206.00
0,1,0,710.00,0.98,0.00,15.10,0.00,0.50,203.00
0,1,0,710.00,0.98,0.00,15.10,0.00,1.00,196.00
0,1,0,710.00,0.98,0.00,15.10,0.00,3.00,183.00
0,1,0,710.00,0.98,0.00,15.10,0.00,5.00,176.00
0,1,0,710.00,0.98,0.00,15.10,0.00,10.00,160.00
0,1,0,305.20,0.99,0.90,13.70,0.30,0.50,566.00
0,1,0,305.20,0.99,0.90,13.70,0.30,1.00,344.00
0,1,0,305.20,0.99,0.90,13.70,0.30,2.00,280.00
0,1,0,305.20,0.99,0.90,13.70,0.30,3.00,275.00
0,1,0,305.20,0.99,0.90,13.70,0.30,5.00,262.00
0,1,0,305.20,0.99,0.90,13.70,0.30,10.00,249.00
0,1,0,361.10,1.00,0.30,14.20,0.00,0.50,371.00
0,1,0,361.10,1.00,0.30,14.20,0.00,1.00,298.00
0,1,0,361.10,1.00,0.30,14.20,0.00,2.00,250.00
0,1,0,361.10,1.00,0.30,14.20,0.00,3.00,240.00
0,1,0,361.10,1.00,0.30,14.20,0.00,5.00,234.00
0,1,0,361.10,1.00,0.30,14.20,0.00,10.00,220.00
0,1,0,322.40,1.03,0.00,13.40,0.10,0.50,282.00
0,1,0,322.40,1.03,0.00,13.40,0.10,1.00,238.00
0,1,0,322.40,1.03,0.00,13.40,0.10,2.00,222.00
0,1,0,322.40,1.03,0.00,13.40,0.10,3.00,210.00
0,1,0,322.40,1.03,0.00,13.40,0.10,5.00,201.00
0,1,0,322.40,1.03,0.00,13.40,0.10,10.00,180.00
0,1,0,285.10,1.00,0.70,14.90,0.20,0.50,385.00
0,1,0,285.10,1.00,0.70,14.90,0.20,10.00,219.00
0,1,0,156.90,1.00,1.30,12.30,3.20,0.50,263.00
0,1,0,156.90,1.00,1.30,12.30,3.20,10.00,147.00
0,1,0,187.00,1.47,1.64,10.10,0.74,0.50,202.00
0,1,0,187.00,1.47,1.64,10.10,0.74,1.00,199.00
0,1,0,187.00,1.47,1.64,10.10,0.74,2.00,199.00
0,1,0,187.00,1.47,1.64,10.10,0.74,5.00,168.00
0,1,0,187.00,1.47,1.64,10.10,0.74,10.00,154.00
0,1,0,211.00,1.48,1.39,11.49,0.70,0.50,204.00
0,1,0,211.00,1.48,1.39,11.49,0.70,1.00,200.00
0,1,0,211.00,1.48,1.39,11.49,0.70,2.00,196.00
0,1,0,211.00,1.48,1.39,11.49,0.70,5.00,174.00
0,1,0,211.00,1.48,1.39,11.49,0.70,10.00,160.00
0,1,0,252.00,1.51,1.96,13.22,0.97,0.50,251.00
0,1,0,252.00,1.51,1.96,13.22,0.97,1.00,248.00
0,1,0,252.00,1.51,1.96,13.22,0.97,2.00,242.00
0,1,0,252.00,1.51,1.96,13.22,0.97,5.00,230.00
0,1,0,252.00,1.51,1.96,13.22,0.97,10.00,225.00
0,1,0,710.00,1.35,1.10,18.80,1.30,1.00,150.00
0,1,0,710.00,1.35,1.10,18.80,1.30,2.00,102.00
0,1,0,710.00,1.35,1.10,18.80,1.30,3.00,62.00
0,1,0,710.00,1.35,1.10,18.80,1.30,5.00,50.00
0,1,0,710.00,1.35,1.10,18.80,1.30,10.00,38.00
0,1,0,710.00,1.35,1.10,18.80,1.30,20.00,25.00
0,1,0,396.00,1.03,2.40,16.00,0.00,1.00,140.00
0,1,0,396.00,1.03,2.40,16.00,0.00,2.00,120.00
0,1,0,396.00,1.03,2.40,16.00,0.00,3.00,113.00
0,1,0,396.00,1.03,2.40,16.00,0.00,5.00,80.00
0,1,0,396.00,1.03,2.40,16.00,0.00,10.00,65.00
0,1,0,396.00,1.03,2.40,16.00,0.00,20.00,50.00
0,1,0,1013.00,1.41,1.70,21.00,1.10,1.00,260.00
0,1,0,1013.00,1.41,1.70,21.00,1.10,2.00,200.00
0,1,0,1013.00,1.41,1.70,21.00,1.10,3.00,150.00
0,1,0,1013.00,1.41,1.70,21.00,1.10,5.00,115.00
0,1,0,1013.00,1.41,1.70,21.00,1.10,10.00,103.00
0,1,0,1013.00,1.41,1.70,21.00,1.10,20.00,95.00
0,1,0,1109.00,1.43,4.20,22.10,1.30,1.00,420.00
0,1,0,1109.00,1.43,4.20,22.10,1.30,2.00,350.00
0,1,0,1109.00,1.43,4.20,22.10,1.30,3.00,323.00
0,1,0,1109.00,1.43,4.20,22.10,1.30,5.00,305.00
0,1,0,1109.00,1.43,4.20,22.10,1.30,10.00,285.00
0,1,0,1109.00,1.43,4.20,22.10,1.30,20.00,280.00
0,1,0,1036.00,1.38,2.60,24.20,1.10,1.00,280.00
0,1,0,1036.00,1.38,2.60,24.20,1.10,2.00,220.00
0,1,0,1036.00,1.38,2.60,24.20,1.10,3.00,180.00
0,1,0,1036.00,1.38,2.60,24.20,1.10,5.00,140.00
0,1,0,1036.00,1.38,2.60,24.20,1.10,10.00,130.00
0,1,0,1036.00,1.38,2.60,24.20,1.10,20.00,118.00
0,1,0,686.00,4.43,6.42,20.54,9.94,0.50,322.00
0,1,0,686.00,4.43,6.42,20.54,9.94,1.00,268.00
0,1,0,686.00,4.43,6.42,20.54,9.94,1.50,240.00
0,1,0,686.00,4.43,6.42,20.54,9.94,2.00,220.00
0,1,0,686.00,4.43,6.42,20.54,9.94,3.00,210.00
0,1,0,686.00,4.43,6.42,20.54,9.94,5.00,198.00
0,1,0,85.76,1.06,0.00,31.49,0.00,0.30,184.90
0,1,0,85.76,1.06,0.00,31.49,0.00,0.50,180.00
0,1,0,85.76,1.06,0.00,31.49,0.00,1.00,172.00
0,1,0,85.76,1.06,0.00,31.49,0.00,2.00,165.00
0,1,0,85.76,1.06,0.00,31.49,0.00,3.00,158.00
0,1,0,85.76,1.06,0.00,31.49,0.00,5.00,150.00
0,1,0,85.76,1.06,0.00,31.49,0.00,10.00,130.00
0,1,0,147.31,0.97,1.10,15.36,0.00,0.30,221.90
0,1,0,147.31,0.97,1.10,15.36,0.00,0.50,215.00
0,1,0,147.31,0.97,1.10,15.36,0.00,1.00,210.00
0,1,0,147.31,0.97,1.10,15.36,0.00,2.00,202.00
0,1,0,147.31,0.97,1.10,15.36,0.00,3.00,192.00
0,1,0,147.31,0.97,1.10,15.36,0.00,5.00,188.00
0,1,0,147.31,0.97,1.10,15.36,0.00,10.00,178.00
0,1,0,149.32,1.02,1.24,15.45,0.00,0.30,299.70
0,1,0,149.32,1.02,1.24,15.45,0.00,0.50,288.00
0,1,0,149.32,1.02,1.24,15.45,0.00,1.00,277.00
0,1,0,149.32,1.02,1.24,15.45,0.00,2.00,265.00
0,1,0,149.32,1.02,1.24,15.45,0.00,3.00,261.00
0,1,0,149.32,1.02,1.24,15.45,0.00,5.00,255.00
0,1,0,149.32,1.02,1.24,15.45,0.00,10.00,242.00
0,1,0,155.99,1.03,1.35,16.90,0.00,0.30,257.50
0,1,0,155.99,1.03,1.35,16.90,0.00,0.50,250.00
0,1,0,155.99,1.03,1.35,16.90,0.00,1.00,239.00
0,1,0,155.99,1.03,1.35,16.90,0.00,2.00,230.00
0,1,0,155.99,1.03,1.35,16.90,0.00,3.00,227.00
0,1,0,155.99,1.03,1.35,16.90,0.00,5.00,222.00
0,1,0,155.99,1.03,1.35,16.90,0.00,10.00,208.00
0,1,0,278.30,0.98,6.80,9.20,0.00,1.00,175.00
0,1,0,348.70,1.01,7.00,12.80,0.00,1.00,200.00
0,1,0,412.30,1.15,10.10,9.60,0.00,1.00,290.00
0,1,0,337.00,1.09,8.20,10.90,0.00,1.00,235.00
0,1,0,263.50,1.03,7.90,10.20,0.00,1.00,228.00
0,1,0,410.20,1.11,10.00,9.30,0.00,1.00,282.00
0,1,0,398.80,1.12,10.10,10.60,0.00,1.00,272.00
0,1,0,678.73,1.05,2.97,0.00,0.00,0.25,281.02
0,1,0,678.73,1.05,2.97,0.00,0.00,0.50,213.80
0,1,0,678.73,1.05,2.97,0.00,0.00,1.00,191.72
0,1,0,678.73,1.05,2.97,0.00,0.00,2.50,176.26
0,1,0,678.73,1.05,2.97,0.00,0.00,5.00,167.11
0,1,0,678.73,1.05,2.97,0.00,0.00,10.00,159.18
0,1,0,678.73,1.05,2.97,0.00,0.00,25.00,144.62
0,1,0,678.73,1.05,2.97,0.00,0.00,50.00,135.01
0,1,0,678.73,1.05,2.97,0.00,0.00,100.00,119.29
0,1,0,537.00,1.28,0.00,21.60,8.30,1.00,367.00
0,1,0,537.00,1.28,0.00,21.60,8.30,2.00,338.00
0,1,0,537.00,1.28,0.00,21.60,8.30,5.00,283.00
0,1,0,537.00,1.28,0.00,21.60,8.30,10.00,246.00
0,1,0,187.00,1.09,0.00,19.27,2.20,1.00,210.00
0,1,0,187.00,1.09,0.00,19.27,2.20,2.00,158.00
0,1,0,187.00,1.09,0.00,19.27,2.20,5.00,138.00
0,1,0,187.00,1.09,0.00,19.27,2.20,10.00,94.00
0,1,0,676.00,1.02,0.00,0.00,26.56,1.00,480.00
0,1,0,676.00,1.02,0.00,0.00,26.56,2.00,450.00
0,1,0,676.00,1.02,0.00,0.00,26.56,5.00,390.00
0,1,0,676.00,1.02,0.00,0.00,26.56,10.00,350.00
0,1,0,676.00,1.02,0.00,0.00,26.56,15.00,301.00
0,1,0,287.00,1.32,8.45,2.36,0.00,0.50,320.00
0,1,0,287.00,1.32,8.45,2.36,0.00,1.00,272.00
0,1,0,287.00,1.32,8.45,2.36,0.00,5.00,210.00
0,1,0,287.00,1.32,8.45,2.36,0.00,10.00,192.00
0,1,0,287.00,1.32,8.45,2.36,0.00,20.00,110.00
1,0,0,3100.00,1.19,0.00,0.00,0.00,1.40,165.00
1,0,0,3100.00,1.19,0.00,0.00,0.00,0.70,200.00
1,0,0,3100.00,1.19,0.00,0.00,0.00,0.80,150.00
0,0,1,682.00,1.62,0.00,10.75,0.00,1.00,100.00
0,0,1,1383.00,1.30,0.00,9.00,0.00,0.20,160.00
0,0,1,343.00,1.38,0.00,1.54,0.00,0.10,78.60
0,0,1,342.00,1.22,0.54,1.80,0.00,0.10,222.00
0,1,0,343.00,1.38,0.00,1.54,0.00,0.10,25.90
0,1,0,342.00,1.22,0.54,1.80,0.00,0.10,106.00
0,1,0,124.50,1.12,0.00,11.24,0.00,1.00,112.00
0,1,0,427.30,0.81,0.00,8.93,0.00,1.00,143.00
0,1,0,1218.50,0.64,0.00,4.12,0.00,1.00,291.00
0,1,0,305.10,1.73,0.00,5.05,0.00,1.00,89.00
0,1,0,260.00,1.03,0.00,0.00,0.00,0.65,162.30
0,1,0,715.00,1.47,0.00,0.00,0.00,0.50,177.00
0,1,0,220.00,1.43,0.00,0.00,0.00,0.50,99.00
0,1,0,102.60,0.53,0.00,0.00,0.00,0.50,251.70
0,1,0,102.60,1.10,5.50,6.80,0.00,1.00,160.00
0,1,0,423.20,1.10,5.90,9.60,0.00,1.00,378.00
0,1,0,290.50,1.10,6.30,11.50,0.00,1.00,270.00
0,1,0,190.38,1.00,3.20,11.30,0.00,0.50,290.00
0,1,0,171.56,0.50,2.90,6.40,0.00,0.50,270.00
1,0,0,600.00,1.30,0.00,0.00,0.00,0.20,109.00
1,0,0,3100.00,1.19,0.00,0.00,0.00,1.00,172.00
0,1,0,10.10,1.09,0.00,18.51,3.00,1.00,460.00
0,0,1,522.77,0.92,0.00,22.27,3.81,3.00,155.61
0,0,1,693.27,0.98,0.00,23.84,7.02,3.00,261.43
1,0,0,418.00,0.95,0.00,27.90,1.10,0.42,465.00
